Reviews,Sentiments
has its charming quirks and its dull spots . ,neg
a winning and wildly fascinating work . ,pos
rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid . . . ,pos
"this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story's a little weak . ",pos
" . . . there's a choppy , surface-effect feeling to the whole enterprise . ",neg
wonder of wonders -- a teen movie with a humanistic message . ,pos
"unpretentious , charming , quirky , original",pos
"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale . ",pos
"a deftly entertaining film , smartly played and smartly directed . ",pos
"barney's ideas about creation and identity don't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour's worth of actual material . ",neg
"full of witless jokes , dealing in broad stereotypes and outrageously unbelievable scenarios , and saddled with a general air of misogyny",neg
charlotte sometimes is a gem . it's always enthralling . ,pos
"loosely speaking , we're in all of me territory again , and , strictly speaking , schneider is no steve martin . ",neg
"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane . ",pos
"with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintarô's metropolis is the number of lasting images all its own . ",pos
"i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't . ",neg
jackson and co have brought back the value and respect for the term epic cinema . ,pos
the gags are often a stitch . ,pos
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls . ,neg
"this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are . ",pos
a taut psychological thriller that doesn't waste a moment of its two-hour running time . ,pos
miller comes at film with bracing intelligence and a vision both painterly and literary . ,pos
"i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable . ",pos
a winning piece of work filled with love for the movies of the 1960s . ,pos
"its audacious ambitions sabotaged by pomposity , steven soderbergh's space opera emerges as a numbingly dull experience . ",neg
"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism . ",neg
"nicks sustains the level of exaggerated , stylized humor throughout by taking your expectations and twisting them just a bit . ",pos
"unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises . ",pos
imagine a really bad community theater production of west side story without the songs . ,neg
[a] crushing disappointment . ,neg
"oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single . ",neg
"like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing . ",pos
it's a terrific american sports movie and dennis quaid is its athletic heart . ,pos
i loved looking at this movie . i just didn't care as much for the story . ,neg
pretentious editing ruins a potentially terrific flick . ,neg
plays like some corny television production from a bygone era,neg
looks and feels like a low-budget hybrid of scarface or carlito's way . ,neg
the talk-heavy film plays like one of robert altman's lesser works . ,neg
a fanciful drama about napoleon's last years and his surprising discovery of love and humility . ,pos
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . ",pos
a deeply felt and vividly detailed story about newcomers in a strange new world . ,pos
"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son . ",pos
an average b-movie with no aspirations to be anything more . ,neg
"bill morrison's decasia is uncompromising , difficult and unbearably beautiful . ",pos
equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 . ,pos
"triumph of love is a very silly movie , but the silliness has a pedigree . ",pos
it's easy to love robin tunney -- she's pretty and she can act -- but it gets harder and harder to understand her choices . ,neg
holm . . . embodies the character with an effortlessly regal charisma . ,pos
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set . ",neg
"first good , then bothersome . excellent acting and direction . ",neg
"like kissing jessica stein , amy's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor . ",pos
there are now two signs that m . night shyamalan's debut feature sucked up all he has to give to the mystic genres of cinema : unbreakable and signs . ,neg
the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name . ,neg
simultaneously heartbreakingly beautiful and exquisitely sad . ,pos
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that doesn't reveal even a hint of artifice . ,pos
"it's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety . ",pos
"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh . ",neg
"[w]hile long on amiable monkeys and worthy environmentalism , jane goodall's wild chimpanzees is short on the thrills the oversize medium demands . ",neg
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again . ",pos
"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer . ",pos
"a superfluous sequel . . . plagued by that old familiar feeling of 'let's get this thing over with' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find . ",neg
"' . . . the film's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",pos
"baran isn't the most transporting or gripping film from iran -- or , indeed , by its director -- but it's a worthy companion to the many fine , focused films emerging from that most surprising of nations . ",pos
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women . ",pos
uno de los policiales más interesantes de los últimos tiempos . ,pos
"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way . ",pos
plotless collection of moronic stunts is by far the worst movie of the year . ,neg
"even through its flaws , revolution #9 proves to be a compelling , interestingly told film . ",pos
full frontal is the antidote for soderbergh fans who think he's gone too commercial since his two oscar nominated films in 2000,pos
harland williams is so funny in drag he should consider permanent sex-reassignment . ,neg
the movie slides downhill as soon as macho action conventions assert themselves . ,neg
astonishingly skillful and moving . . . it could become a historically significant work as well as a masterfully made one . ,pos
a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold . ,pos
"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half . ",neg
this feature is about as necessary as a hole in the head,neg
"charming , if overly complicated . . . ",neg
like the chilled breath of oral storytelling frozen onto film . ,pos
"before long , the film starts playing like general hospital crossed with a saturday night live spoof of dog day afternoon . ",neg
"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing . ",pos
a well-intentioned effort that's still too burdened by the actor's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility . ,neg
under 15 ? a giggle a minute . over age 15 ? big fat waste of time . ,neg
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick . ,neg
"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind . ",pos
one of the greatest romantic comedies of the past decade . ,pos
at its best . . . festival in cannes bubbles with the excitement of the festival in cannes . ,pos
norton holds the film together . ,pos
"a work of intricate elegance , literary lyricism and profound common sense . ",pos
"blessed with a searing lead performance by ryan gosling ( murder by numbers ) , the movie is powerful and provocative . it's also built on a faulty premise , one it follows into melodrama and silliness . ",neg
may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,neg
has a lot of the virtues of eastwood at his best . ,pos
"it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did . ",pos
the film's images give a backbone to the company and provide an emotional edge to its ultimate demise . ,pos
as simple and innocent a movie as you can imagine . this is a movie you can trust . ,pos
"none of this is very original , and it isn't particularly funny . ",neg
"the most amazing super-sized dosage of goofball stunts any "" jackass "" fan could want . ",pos
"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation . ",neg
a very depressing movie of many missed opportunities . ,neg
" "" its successes are also tempered with elements which prove the direct antithesis of what it gets right . "" ",pos
"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . ",neg
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed . ,neg
full of surprises . ,pos
"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane . ",pos
glizty but formulaic and silly . . . cagney's 'top of the world' has been replaced by the bottom of the barrel . ,neg
"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness . ",pos
a devastating indictment of unbridled greed and materalism . ,pos
"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy . ",pos
"the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) . ",neg
"from beginning to end , this overheated melodrama plays like a student film . ",neg
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas . ",neg
"imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s . ",neg
the fetid underbelly of fame has never looked uglier . ,neg
"while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there's nothing here to match that movie's intermittent moments of inspiration . ",neg
"thoughtful , even stinging at times , and lots of fun . ",pos
"a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics aren't likely to enter the theater . ",neg
"the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine . ",neg
the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler . ,neg
scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,pos
a domestic melodrama with weak dialogue and biopic cliches . ,neg
"everything's serious , poetic , earnest and -- sadly -- dull . ",neg
what makes esther kahn so demanding is that it progresses in such a low-key manner that it risks monotony . but it's worth the concentration . ,pos
"exhilarating , funny and fun . ",pos
sucking all the 'classic' out of robert louis stevenson's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst . . . ,neg
there is simply no doubt that this film asks the right questions at the right time in the history of our country . ,pos
this is nothing but familiar territory . ,neg
"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine . ",neg
"the movie's captivating details are all in the performances , from foreman's barking-mad taylor to thewlis's smoothly sinister freddie and bettany/mcdowell's hard-eyed gangster . ",pos
"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . ",pos
not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,pos
"it's at once laughable and compulsively watchable , in its committed dumbness . ",neg
a rote exercise in both animation and storytelling . ,neg
"both exuberantly romantic and serenely melancholy , what time is it there ? may prove to be [tsai's] masterpiece . ",pos
"it doesn't take a rocket scientist to figure out that this is a mormon family movie , and a sappy , preachy one at that . ",neg
very well-written and very well-acted . ,pos
"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer . ",pos
it has a subtle way of getting under your skin and sticking with you long after it's over . ,pos
"hey arnold ! the movie could have been made 40 years ago , and parents' appreciation of it may depend on whether they consider that a good thing . ",neg
"gay or straight , kissing jessica stein is one of the greatest date movies in years . ",pos
goes a long way on hedonistic gusto . ,pos
"ze movie starts out so funny , then she is nothing . ",neg
the film is like a series of beginnings and middles that never take off . ,neg
"the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife . ",pos
a thinly veiled look at different aspects of chinese life clashing with each other . ,pos
"there's no denying the elaborateness of the artist's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity . ",neg
some people want the ol' ball-and-chain and then there are those who just want the ball and chain . ,pos
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi . ",neg
"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives . ",pos
an unsuccessful attempt at a movie of ideas . ,neg
"at some point , all this visual trickery stops being clever and devolves into flashy , vaguely silly overkill . ",neg
"pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest . ",neg
if i spy were funny ( enough ) or exciting ( enough ) then it would be fairly simple to forgive the financial extortion it's trying to reap from the moviegoing public . ,neg
"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . but what are adults doing in the theater at all ? ",neg
"the movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing . ",pos
a stylish thriller . ,pos
poignant japanese epic about adolescent anomie and heartbreak . ,pos
"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow . ",pos
fluffy neo-noir hiding behind cutesy film references . ,neg
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers' puppet strings . ",neg
"anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film . ",pos
dilbert without the right-on satiric humor . ,neg
a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother . ,pos
"a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary . ",pos
" the film is powerful , accessible and funny . you won't miss its messages , but you'll be entertained as well . ",pos
"screenwriter chris ver weil's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability . ",neg
"no one can doubt the filmmakers' motives , but the guys still feels counterproductive . ",neg
"vera's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",pos
"ultimately , "" mib ii "" succeeds due to its rapid-fire delivery and enough inspired levity that it can't be dismissed as mindless . ",pos
"just a kiss wants desperately to come off as a fanciful film about the typical problems of average people . but it is set in a world that is very , very far from the one most of us inhabit . ",neg
"the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view . ",pos
"this big screen caper has a good bark , far from being a bow-wow . ",pos
"without resorting to hyperbole , i can state that kissing jessica stein may be the best same-sex romance i have seen . ",pos
"directed by kevin bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut . ",neg
russian ark is a new treasure of the hermitage . ,pos
the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife . ,pos
"sure , it's more of the same , but as the film proves , that's not always a bad thing . ",pos
you're better off staying home and watching the x-files . ,neg
imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno . ,neg
"the actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen . ",neg
"it's as if you're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",neg
jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar . ,neg
"snoots will no doubt rally to its cause , trotting out threadbare standbys like 'masterpiece' and 'triumph' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this . ",neg
"on a cutting room floor somewhere lies . . . footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire . ",neg
dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee . ,pos
a cockeyed shot all the way . ,neg
a journey that is as difficult for the audience to take as it is for the protagonist -- yet it's potentially just as rewarding . ,pos
" . . . it's as comprehensible as any dummies guide , something even non-techies can enjoy . ",pos
"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks . ",neg
"shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail's pace ; he just forgot to add any genuine tension . ",neg
"mr . deeds is , as comedy goes , very silly -- and in the best way . ",pos
there's no denying that burns is a filmmaker with a bright future ahead of him . ,pos
"this is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery . ",pos
"[a] boldly stroked , luridly coloured , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain . ",neg
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",neg
 . . . a preachy parable stylized with a touch of john woo bullet ballet . ,neg
"limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly . ",neg
"lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling . ",neg
"no dia em que aceitou dirigir esta continuação , harold ramis deve ter saído da cama com o pé esquerdo . e aqueles que decidiram assistir a este filme também . ",neg
"what time is it there ? is not easy . it haunts you , you can't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",pos
"leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago . ",pos
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",pos
time out is existential drama without any of the pretension associated with the term . ,pos
"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively . ",pos
"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates . ",pos
bogdanovich tantalizes by offering a peep show into the lives of the era's creme de la celluloid . ,pos
the film starts out as competent but unremarkable . . . and gradually grows into something of considerable power . ,pos
polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ? ,pos
this film puts wang at the forefront of china's sixth generation of film makers . ,pos
"if routine action and jokes like this are your cup of tea , then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie . ",neg
i'm sure there's a teenage boy out there somewhere who's dying for this kind of entertainment . ,neg
exhilarating but blatantly biased . ,pos
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",pos
promises is one film that's truly deserving of its oscar nomination . ,pos
"although . . . visually striking and slickly staged , it's also cold , grey , antiseptic and emotionally desiccated . ",neg
"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . "" ",neg
becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters . ,pos
a riveting documentary . ,pos
the movie makes absolutely no sense . its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ? ,neg
"if you collected all the moments of coherent dialogue , they still wouldn't add up to the time required to boil a four- minute egg . ",neg
"the overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors . ",neg
"because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we've somehow never seen before . ",pos
the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . ,neg
happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music . ,pos
"this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem . ",pos
"'no es la mejor cinta de la serie , ni la mejor con brosnan a la cabeza , pero de que entretiene ni duda cabe . '",pos
sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people . ,pos
peppered with witty dialogue and inventive moments . ,pos
" "" auto focus "" works as an unusual biopic and document of male swingers in the playboy era",pos
schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . ,neg
"the heedless impetuousness of youth is on full , irritating display in [this] meandering and pointless french coming-of-age import from writer-director anne-sophie birot . ",neg
"though there's a clarity of purpose and even-handedness to the film's direction , the drama feels rigged and sluggish . ",neg
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture . ",pos
"in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context . ",neg
"like rudy yellow lodge , eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider . ",pos
"though the film is well-intentioned , one could rent the original and get the same love story and parable . ",neg
"in trying to be daring and original , it comes off as only occasionally satirical and never fresh . ",neg
"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck . ",pos
"even in this less-than-magic kingdom , reese rules . ",neg
"the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable . ",neg
a mixed bag of a comedy that can't really be described as out of this world . ,neg
it's a ripper of a yarn and i for one enjoyed the thrill of the chill . naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation . ,pos
"in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . ",pos
a movie that tries to fuse the two 'woods' but winds up a bolly-holly masala mess . ,neg
"i would have preferred a transfer down the hall to mr . holland's class for the music , or to robin williams's lecture so i could listen to a teacher with humor , passion , and verve . ",neg
quick : who wants to see a comedy about shoddy airport security ? ,neg
"sadly , hewitt's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks . ",neg
"this is a dark , gritty , sometimes funny little gem . ",pos
just plain silly . ,neg
more likely to have you scratching your head than hiding under your seat . ,neg
"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report . ",neg
a half-assed film . ,neg
"there is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling . ",pos
"it's difficult to imagine the process that produced such a script , but here's guessing that spray cheese and underarm noises played a crucial role . ",neg
one can't deny its seriousness and quality . ,pos
" "" it's all about the image . "" ",pos
the film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold . ,neg
what jackson has accomplished here is amazing on a technical level . ,pos
"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . ",pos
the movie is as padded as allen's jelly belly . ,neg
"rob schneider's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian . ",neg
"by the end of the movie , you're definitely convinced that these women are spectacular . ",pos
it's not original enough . ,neg
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,pos
the film thrusts the inchoate but already eldritch christian right propaganda machine into national media circles . ,neg
"i'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking . ",neg
"though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary . ",neg
"aside from rohmer's bold choices regarding point of view , the lady and the duke represents the filmmaker's lifelong concern with formalist experimentation in cinematic art . ",pos
" . . . a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor . ",pos
"i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war . . . it's so unmemorable that it turned my ballpoint notes to invisible ink . ",neg
"a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking . ",neg
"zany , exuberantly irreverent animated space adventure . ",pos
you live the mood rather than savour the story . ,pos
"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion . ",neg
"an inconsequential , barely there bit of piffle . ",neg
"an enjoyable film for the family , amusing and cute for both adults and kids . ",pos
"while kids will probably eat the whole thing up , most adults will be way ahead of the plot . ",neg
"the adventure doesn't contain half the excitement of balto , or quarter the fun of toy story 2 . ",neg
creepy but ultimately unsatisfying thriller . ,neg
"it's definitely an improvement on the first blade , since it doesn't take itself so deadly seriously . ",pos
probably the best case for christianity since chesterton and lewis . ,pos
"there's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film's simple title . ",neg
"this film , starring anthony hopkins and chris rock , is your typical 'fish out of water' story . you've seen them a million times . just one problem : fish out of water usually die . this one does . ",neg
feels strangely hollow at its emotional core . ,neg
the title's lameness should clue you in on how bad the movie is . ,neg
an uneven but intriguing drama that is part homage and part remake of the italian masterpiece . ,pos
" . . . a visually seductive , unrepentantly trashy take on rice's second installment of her vampire chronicles . ",pos
suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers . ,pos
this film biggest problem ? no laughs . ,neg
foster breathes life into a roll that could have otherwise been bland and run of the mill . ,pos
" . . . a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role . ",pos
"it's not that waiting for happiness is a bad film , because it isn't . it's just incredibly dull . ",neg
the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar . ,pos
"if the first men in black was money , the second is small change . but it still jingles in the pocket . it's fun lite . ",pos
"intensely romantic , thought-provoking and even an engaging mystery . ",pos
steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes . ,pos
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works . ",pos
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through . ,neg
"inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening . ",pos
the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,pos
"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel . ",neg
"as the dominant christine , sylvie testud is icily brilliant . ",pos
"the story suffers a severe case of oversimplification , superficiality and silliness . ",neg
"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor . ",neg
vividly conveys both the pitfalls and the pleasures of over-the-top love . ,pos
"this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago . ",neg
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness . ,pos
it's depressing to see how far herzog has fallen . ,neg
what really surprises about wisegirls is its low-key quality and genuine tenderness . ,pos
"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life . ",pos
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,neg
a family-friendly fantasy that ends up doing very little with its imaginative premise . ,neg
a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays . ,pos
the innocence of holiday cheer ain't what it used to be . ,neg
the sweetest thing leaves a bitter taste . ,neg
"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable . ",neg
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it's been packaged and sold back to us by hollywood . ",neg
"despite a powerful portrayal by binoche , it's a period romance that suffers from an overly deliberate pace and uneven narrative momentum . ",neg
"although huppert's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",neg
"starts promisingly but disintegrates into a dreary , humorless soap opera . ",neg
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time . ",pos
the movie is ingenious fun . see it . ,pos
"as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . ",neg
"a weird little movie that's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l . a . 's show-biz and media subcultures . but it doesn't leave you with much . ",neg
no cliche escapes the perfervid treatment of gang warfare called ces wild . ,neg
"the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits . ",neg
a disappointment for a movie that should have been the ultimate imax trip . ,neg
the uneven movie does have its charms and its funny moments but not quite enough of them . ,neg
"it's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash . , based filmmakers anne de marcken and marilyn freeman did just that and it's what makes their project so interesting . ",pos
"you'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",pos
"dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . ",neg
"it's neither as sappy as big daddy nor as anarchic as happy gilmore or the waterboy , but it has its moments . ",neg
strident and inelegant in its 'message-movie' posturing . ,neg
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,pos
an artsploitation movie with too much exploitation and too little art . ,neg
it's absolutely spooky how lillard channels the shagster right down to the original casey kasem-furnished voice . ,pos
there's a vastness implied in metropolis that is just breathtaking . ,pos
"mr . deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",pos
